block,txhash,liquidator,action,token,decimals,amount,seizeTokens,borrower
8353528,0x45f42225dd3f930f6de0543435faea65c2f38dfb7c66b0771f844cdc440aa65c,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,SAI,18,798402700000000000000,23740295901,0x9d23f8199aCeE2903035dd16C3F349af6dd40cF3
8353533,0x90f0b0b055c86d53051a47d49d23813af75d73b7f0038dc6e155a00def415e17,0x4C77cA7fF8e548806fDc88e4dFA8Ea1e493A450a,liquidate,SAI,18,15000000000000000000000,445850565000,0x7fabAdBdF7C144C9E76Ab630c8F3073FFEB5176E
8353550,0x771bbd8489fb05bfb88ff1f1bd27887084cf1dfe3b800d685d9941f132e817ab,0x4C77cA7fF8e548806fDc88e4dFA8Ea1e493A450a,liquidate,SAI,18,2100000000000000000000,62419079100,0x444bA50eD770EaFE312f161692fb88b295aDe674
8353553,0x37d48b47efccf9cbe8c50a36d059c91f03ef82c7b785779dc365922dbd580997,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,SAI,18,702404000000000000000,20877814683,0xE26730EC82Cd3e2e3F8307c68E417b9Af74E0640
8353576,0x0317dd2392ccc1a90be3a14e7da8b38b5679314f22c59cf250f42236d817be9d,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,SAI,18,62159700000000000000,1847595824,0xed65c1416926C87B2336b65Fd18C5Fbb451e6cc8
8353588,0xa9c096d441a1adbf1a0dec78d183b04c7b3f3f9156487dd8405897bc81e80d1c,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,SAI,18,83278700000000000000,2475323696,0x4104Fe93acab3e409f7e71b9197a66614fdb111b
8353669,0x56f5dcf4a7e6bfe2d8368a8d74fdedd2c1971945f642d74eb5473ec808c049d8,0x4654F56a64301b9b582F843F97332D96Ead11FF8,liquidate,SAI,18,47000000000000000000,1396998437,0x8c263eCC7fe4Eb9fc994B447830bc3cb8b3c9742
8353691,0xb7a0c95a6799bcfae006f7f03a753dcd0fa8739d0b0de09d7fe15ddc16d7de3e,0x4654F56a64301b9b582F843F97332D96Ead11FF8,liquidate,SAI,18,11700000000000000000,347763440,0x457AE53F227F644a849beAA12eF123857C64F314
8356626,0x29a4e895b64ec814d615f81e4d389f14c5de56c2e47afc6190da9928416d26c1,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,34230875031007760,975479,0x5c474F896B48C42EcC08A55B449913899c6c5f4A
8356655,0x618dfa0e42d134d632e8f1ae603e774cae81b86f3b2d6c90e22f8af554e10e42,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,17115591138875910,487744,0x5c474F896B48C42EcC08A55B449913899c6c5f4A
8356655,0xc0c8c4968fc33eaa5dc7cb1e694dbfd9155983abfca28734f9df7204b3d1ef42,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,47735616591612300,1360324,0xfeD42cf9afB5Ac6aE4d5D2554D28E4116b8c1db4
8358098,0xf92824ab306559e6df473bb63df7d69da52a69dd0281659b183e5c0450295dff,0xd888dAfa1dF40c262c10D0479B9f0B8D8d2cDfC7,liquidate,SAI,18,1099900000000000100,30698358,0xdc914144D4B678CDC72D25fb60fE51Add8810022
8363814,0x43bec76b882eabf58ab892a053cc551a8817b5b88d033bfd20ff53ce205e0a52,0x00000000Af5A61acAf76190794E3fdf1289288A1,liquidate,SAI,18,288750462776617582516,8158865797,0x8d5DFc57f59C7636e1BdeF5B4AB12d91A94aC17B
8363900,0x5e2a109d7569254e8503c1f093032e5adce8c813a36bc82414285018173b7dd8,0x00000000Af5A61acAf76190794E3fdf1289288A1,liquidate,SAI,18,238518531247359059090,6739524044,0x8d5DFc57f59C7636e1BdeF5B4AB12d91A94aC17B
8368992,0x224eeb8e5f9dda28c0bbd9dadcec691930902d4534406ee2383b41ccb745048e,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,3531887637327278750,100188611,0x0295016E281b8389E095e1d9cdCBbe1Fd4ABcF53
8371987,0x5e98a4bad7f1985d9af017afcc462dfb5b0ec6e5cf69da39abee3074d49c18f4,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,67500000000000010,1911715,0xaF24d897d1DD3Baa4fD6da6196ea135314911038
8373756,0x5a98d22e833f31c9b82ec1f7a13ebf9e375eda5949af8a306c23d0bbcf472171,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,70000000000000000000000,365637486410000,0x7a1fbcCc781593De822E0547F8CDC6210c982d61
8377445,0xd73f2f534f22bd6cd9117dfd218cb5e0244f2350b3e6c748da8dc59d2fc9d9f6,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,727700000000000000,19552858,0xDDf48f62E07C2E9f689AE903255D090E9Bb9D725
8393691,0x171aed7f3d1000b2aca1fb5854319aef1f06115f1ee55ac9c1a4efe8463449f6,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,5125000000000000000000,146706338375,0x3e2DbDa5F310aADe1503557b2E7f356eaF161641
8399406,0xed772f850989b1d2748e2ca0d1a10b94fc04cd84347d6e0075f520cd36959010,0x793aCdce9DB7bc3269513652923d543b4818e817,liquidate,SAI,18,557200000000000000,15777422,0xdc914144D4B678CDC72D25fb60fE51Add8810022
8400577,0xae7cf8238c1b6e04a60f622159222f3a76e53a74b75f34f4901bb5b4878d73ed,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,50000,0,0xf41FBE7C0B6943BDc0ce48Ec1A506C0E17c36daC
8403790,0x5ae052de11b39bacc91d0ab9fb709bbb4897e8943eb5bb45e416ace6e56d75de,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,5313400000000000000,145720377,0x0061Cc250c17C9a9f6335ACAf1Bb94b3FCF9E6Ad
8425525,0xcf7cb955c561c473440569cb5bb83dc28a2e9b1baed461c932beb3cad1ad1c6b,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,750987974502495,20643,0x926F974a623c51CAc02c7f5C178Dc6d2F431C23D
8440126,0x82e28552a383e2c47bd00b965d896a8962bb0f28b9c200527323ee476af01e62,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,7954629488984750000,236437194,0x959F1e0ffF4D1408828a99f87D574b92c2Df03AB
8440129,0x88f0f355113a8731c5f0e2550b5a46750faebf2aac552805256fef72ef1fa094,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,5481580786585450840064,162930226185,0x3e2DbDa5F310aADe1503557b2E7f356eaF161641
8440151,0xa63025dde96a30a7057791b42b535f0f9dc2598ee814a8a62d50e5727be356e9,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,8605225681247985991680,255796744268,0x0249709880fc44b72f00AbbE7f6120c9A61badE7
8440173,0x9ebbd89f8c1bb1a810c379eb5f136ced1229c1b79fc0d266765cd161506fc767,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,14021514674826735401,424555774,0x794B09FDDF3AaeF48f28A4349db44D47aA742307
8440175,0xdb483ba6a915d3d56244b1cdb2fe1d5d219ec08b6f9eb8bddd27327f72afa0b4,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,13851618218740573407,423412013,0x794B09FDDF3AaeF48f28A4349db44D47aA742307
8440177,0x76674c9a6aa4496389c6cdecfef84882898df98c22910bf7a42f998259db0308,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,13682179466770634794,418232661,0x794B09FDDF3AaeF48f28A4349db44D47aA742307
8440180,0xb31405c4c1ce0498f69e97cfe72dc3ee5466d3d8b38bba8b8962b5c588fcbb4c,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,13514813360929614964,415598026,0x794B09FDDF3AaeF48f28A4349db44D47aA742307
8440187,0xdf32e56f890f6425c6e17c0f34f5aa6c671fdcf61840b27cc79d34675d400784,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,340376850489675780124,10467029280,0xBCAccCab521Ad58d4A5652cFa555ae47c24D70C0
8440191,0x6f8f4091d852b4c75aede5fefaaab2c77035289006087454381337b0a924d44e,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,336188210800503609427,10446576306,0xBCAccCab521Ad58d4A5652cFa555ae47c24D70C0
8440192,0xfc6e7c9241c4cd97cb8288ee86178676b37ff512c30521f05627e16929478cfb,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,332007755811989128277,10316674540,0xBCAccCab521Ad58d4A5652cFa555ae47c24D70C0
8440192,0x5af8f5f59070232496e500b7c612780a54a55b544e29cbfe1267a000f9314f8d,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,440038965419444994048,13673592595,0x794B09FDDF3AaeF48f28A4349db44D47aA742307
8440192,0x513c979b56e1c677378547bdcd30575d3a3ff2c7090da9c89bdb2c84752343d0,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,6979591728305364008960,4259048467549,0xa010322F3eea1004D16e1687777440b78F2e558E
8440192,0x15bb0c1f3a4a58c025b56063b7c82a89ac56817324ed4013f8d05d412ee4c28b,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,10115816559597613744128,314334786867,0x81dCA6497abd7dDFfCa44CAcc285011891721CD0
8440193,0x1f48c1496f89a36c650ebdcdaa3b55d606eece7299d2ee0e86a8811fed1dd543,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,275177023277183926272,8550739374,0xbdDF6cf9C825b319aeF8fa3e6f8C7AFbb4aAAd22
8440193,0xd6ee8117c5146697e72dc3e4f8388a86e461c46b905891f30a2118ba65e87c61,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,1051100930797257883648,32661484627,0x31C86C49956627f0dfaFA0274Ad6a9161F463A7A
8440193,0xee1e18b58eefb97674301521ad78597e1db0d9fce625aa23ee52e14662dbc09c,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,290497492983779000320,9026801445,0xe8bF424E047372d249d0826c5567655ba3B72f18
8440193,0x844ec73352ee1ab5947d52a95001db31e37b18d8e81994e81d4eddc7539b3513,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,91731083590663389184,2850414540,0xbE8142866bE40a11fE0123dEBE80b8CFb3D62e73
8440194,0x3fe4fee07a7ee01e4b42b199a7c3e3d23d921c975052a627e37c9fd87595c90c,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,327879284236059038062,10188388087,0xBCAccCab521Ad58d4A5652cFa555ae47c24D70C0
8440196,0xe1853c99a8ddf9e837ebcd25ba208342959ea98f4c86665a31da0266258a91f3,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,323802149645486613691,10061696858,0xBCAccCab521Ad58d4A5652cFa555ae47c24D70C0
8440286,0x56145ae9bcd6f9e9d9ce78e983c3fe77268a5bf91421086d8357a79d1c92b0c4,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,25037310459964000000,764664699,0xF86a1A7B2e483Bd79D135fb7728593ab95364a4d
8440309,0xd188fc6a338abd20d53e52107918f3a7796de7d19fd5ed0cf285da3bc0b0521f,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,65570749543237900000,2002596720,0x330f76DcE5aD19F2D28225d90a2FcF928F970ad9
8440429,0xff1e9fbb6404b5180677aaf9a68693c7761eb228931cf8ee17c0729055d0ed1b,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,2633416736732266500,80381588,0x70D11877849a5D36986AA1117c6BCAea2d0Ddb2e
8440617,0x8f1c6b9fcf9dbd43a62627e89ad69f0e69ed7101b8eafa98a5e2da81623efa87,0x029720A9b3CE72f3e1D9C79257E1F19AfE20b6c9,liquidate,SAI,18,19587630178231146588,598539450,0xd66ae62F7C1FDCFB3ab588cE45C3f5B2Eb51C09F
8442622,0xfeb18e705fe23e975324765c2d2fe0dcff96f3cf4c807730b9c76b60ce47ec4f,0xf8E562f4F30c5DdA0978857067D6585265dA3437,liquidate,SAI,18,37734640973671985000,1168623756,0x5e55444ce48949c8093ca496a4ABDc310BbF5859
8443463,0xbb287621aacba862869a3ebad6a33b372905755a8194b4e0035c1c010ff5fe1a,0x009B56330aE5ec5042B9ca46Ddb3043cC0D006F3,liquidate,SAI,18,1596000000000000000,49363263,0x66960f6eCC7bcA8177eb9279E6C95d8af3817581
8443974,0x98af34a6f55b6b3215a7644ea59bcd74d94a9ef4ef65351c5f706ce8b8c46e53,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,14323835491894500000,444934884,0x4a7bD2969415426E7a08527BA262B8E8AC387003
8444953,0x50ac817987c713185d5a0704ed6c6dca633b3f1454896dd19cd3cc4acbf8c27f,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,6381094514806310000,198213067,0xA963637F4D3B80617f09D0C05517FfEf97848E42
8445600,0xb4c2310f3a3eacd396bbb46a87e3eb4d53c0009c739b65a3a5247372eec606bf,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,5411256792212000000,168671498,0x90E3497Ff247ABDfe2e31019308e11D7b19e949d
8445601,0xb07a87fb663cf2dae5caa8547db3c30f0761d21ef3e58282b4b2ee9d34797033,0xc1def82F71cD625c173DbD05f2d9788Bb865bCa9,liquidate,SAI,18,200000000000000000000,6234097000,0x3146ae342D04c18875736F15fFA6F8396ec0035F
8445604,0x88765ce8fc8e3190f69a9dbf476d1cff0cdc98851e446c102242f5475c27cade,0xe7683D0562086a88C1B9b32F8763E3ae6Aeec502,liquidate,SAI,18,2298800000000000000,71654710,0x125983A674b612BB2505914D58b697de5f94c415
8445608,0x78f37b7f582681bacdd4b5a8c2683b6e83305dfe161694fe030479e89133550f,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,6567877500753550000,204915630,0x89B6AeaBcbd42b56979d5fCe7be21aC8382d9bD0
8445616,0x1930e5e3c6a86520185e455847dd7575e05ba300f4916483f03dec007353b7fd,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,927418231387902000000,28962265117,0x3146ae342D04c18875736F15fFA6F8396ec0035F
8445763,0x079bc74f5f19151bad7eeb5505820e00dbc09eaa0240d4af618f76005b0731d9,0xc1def82F71cD625c173DbD05f2d9788Bb865bCa9,liquidate,SAI,18,208303212268424181738,6552656847,0xD1D972F85236d6da79E628275D5edF3f5332ddDe
8445763,0x8319d4bde123e243e3b01206c608a7f409ac1ef84759a2e0a1d470061c564512,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,29803098732776758111313,937525047569,0xD1D972F85236d6da79E628275D5edF3f5332ddDe
8445763,0x1ec94305ff477749e8e0f687f2d75db26b2a8dc23b527c9f5a85000e0fa97103,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,557320656635876278272,17531803649,0x3C87b4c34aBDb615Bd405458982e1A2076D24111
8445764,0x1c18ebd3fdceceb11c74fd71739904893b16d55c70d335f3a855ec9873a3fa6d,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,327503549655528833024,10302377740,0x120B6ac705E8fB35F1453e478c1f387Ebe81963f
8445764,0xf581799be63d216cc87bbcd246034e14b4301e3bc39165a8941e2867d73b43b5,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,16644254372306656165888,523583319710,0x3146ae342D04c18875736F15fFA6F8396ec0035F
8445764,0xb40ba16cb73493a38e3ab4680db84e83fef321a50ca723ee849e46be3bfa3ea4,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,1929569094434460794880,60699035803,0xfeed2EbfaFec07ad46233eB2930D8c545ba01441
8445764,0xb20d23d7810767c6d030ca6f75630352e68d6fd906db02620713e103c6811123,0x029720A9b3CE72f3e1D9C79257E1F19AfE20b6c9,liquidate,SAI,18,61242070868547460058,1926510257,0xF5276A7166CFDa0d68B257e27c7C8BB2e5852E91
8445804,0x2a356167f84f947185b03bf497f4ba993e33063367cf400208c93fa392bf6359,0xe7683D0562086a88C1B9b32F8763E3ae6Aeec502,liquidate,SAI,18,766500000000000000,24080984,0x60D2adea360b35C95d389Dbb567A34Ec112Bf14a
8445812,0xad2e53110ba9c2a6238879d45380630304b16672a3cee5bb428fb4bc1cc450d8,0x268a1b7ECC1fE1FaB1eE32a7e61e3b7810BAD4a5,liquidate,SAI,18,100000000000000000,3141681,0x00fa8eFa590Cf81bC7A3e2ae5CD11a6cb5D892d1
8453355,0x79df28994d18d2477f1032f7b7b3a83c7d2de50a44c1a68f9c5c55dde51dafe4,0x268a1b7ECC1fE1FaB1eE32a7e61e3b7810BAD4a5,liquidate,SAI,18,48331741702842584,1523810,0x6dC7e68f5b4C2e2Cf37183e677b730B30EC1643F
8453458,0x9b13f34741476deb367e179a360a317d5155c9acb5381991213f0a6c6c8dde71,0x268a1b7ECC1fE1FaB1eE32a7e61e3b7810BAD4a5,liquidate,SAI,18,27706833046432850,17826561,0x131694c1318Ae9876E574565Ef096a1c1324cE85
8479808,0x9f2de823bd415c02c5128335329d27f088d329e3207250cf0c224f91a5954f62,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,927761355704541842688,26721970767,0x9E48D192A5dFeef971CA4f82dDf8ED6b2969509C
8483764,0x891e3f7d45bb3165d8f217fd38022e3e5ea40b0a3b4bc7ee669624c1fb0eb1d6,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,439396572803687015033,12957679703,0x9E48D192A5dFeef971CA4f82dDf8ED6b2969509C
8483817,0x2955b2c6aa8f026ffd223577a0af3b17d13636be7b2904803c3a55189c0fecd4,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,219699114311255764095,6478864266,0x9E48D192A5dFeef971CA4f82dDf8ED6b2969509C
8492284,0x24f9834b7e7ae67a84737b36f05cfde8c340d15939339c9487363bc1a30116f7,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,6743493371126530,206445,0x471E90fb91EC699067009F2581313944600C2e46
8492284,0xd10ecb3c25f7df47b2997fb3b23b26ab9cb025dbb7091ccceebdc943bef6f16d,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,450336481606850,13786,0x71a8D301014C1E4FB3Fc4b281A5eB5b6042fDFF4
8497139,0x6dee9527216d895c62539736a7d7a6dc992580cba4dcd5be12047d0abced2a55,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,124591260464549000000,3825311463244,0x6A84c6BFF095D29D9618ea0b3fa6BACb37E640e6
8498514,0xfb7b009a15a05000f5a0290235fce514aeb9e82a7d28f888965e2ff1576f138a,0x6685496591E9AD1cCd39DD1eDd4eb33Dfa0b932f,liquidate,SAI,18,511512445760774900000,16335376555,0x0abc80cb388B04e6CeB237A3a6897D07AB378774
8498514,0xdb598702e1b1153b9dac738229d5491085dce4b4b3d78a57cc23146d59d43600,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,71448113231429023474,2281727147,0x5bd685375c21375165438CA7f3EAE7EC4fADe8C5
8498554,0x1192c1e7d0ba0c70fbc1c8fb3bcafb66f7f17339437d2ca75c6298075bba8f58,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,1796500000000000000,57372023,0xB3597A560e312AF23349F599c3318b79E244Ef72
8498603,0xc2ad43c47e6c1bbc59d2e72eac118ef41775772b6d4647f116be8a6e9a8e5034,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,907200000000000000,28971833,0xB3597A560e312AF23349F599c3318b79E244Ef72
8505393,0xf1c2088eca200fba41b46d4c09b16f9b7ace152dcfeaca2e8c1aab17277b4a5e,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,50513777155233721421,1661969318656,0x5142126B4573AE1A23E4c8AB2a16631CAE725325
8505445,0x6458caf879ebb0bbf223cf542c91a5b43a967b09c0d6a3b3173feb27135e7fc4,0xA486F09bfcF38735A9572958aa164692286652fd,liquidate,SAI,18,661600000000000000,3397922564,0x8581C388a30518884522Fb177a92fc2193510814
8506502,0x293604b3dc4183c2d5e2f26159cbe8a29524365895a479a8c80d4a73e1d72494,0xA87aB61574a159EE2466ed44dAdcd7b9FB292eC1,liquidate,SAI,18,458400000000000000,13672856,0xB3597A560e312AF23349F599c3318b79E244Ef72
8508920,0x1a721bb55cd2023a1f52de42d2843d49eae9112f3346760151a642789911c70f,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,25261004156239500000,765853784990,0x5142126B4573AE1A23E4c8AB2a16631CAE725325
8514260,0x0c59d0dce84c187dac746d1a316921724cb6220a2b02cd3dfd904c940111b613,0x0f3C2476FBF0ed09DFf00EA7f4eF252DcC72E6f1,liquidate,SAI,18,168357054328887256540,5036196221,0xbdDF6cf9C825b319aeF8fa3e6f8C7AFbb4aAAd22
8516657,0x2e2142debe2386694e52e6d713cc38931d8deec5dbd3f0de2940384adef2538f,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,12639005354796500000,418543528408,0x5142126B4573AE1A23E4c8AB2a16631CAE725325
8518966,0xfecfd66cc5034a32c551e24c0b1f6ec9f98e1a89558007da32b31b6a967cdc0c,0x12bb7C38eF14C9EDaCc864c854C8105C8d7C7892,liquidate,SAI,18,222358171685237900,6578078,0xB3597A560e312AF23349F599c3318b79E244Ef72
8522041,0x53a74363bbfcd3a420b8e6786f582e49c6ddeda24dcd1e652e1198e62c95dbf7,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,84218233108727600000,2459253593,0xbdDF6cf9C825b319aeF8fa3e6f8C7AFbb4aAAd22
8526752,0x2c74e610132d651f319ea44509820a5bd2a7ce9d208677c0fa7320cccda3a684,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,42127995450377000000,1246664616,0xbdDF6cf9C825b319aeF8fa3e6f8C7AFbb4aAAd22
8587233,0xa08f7ec45019128214e4ea0bee0447e2a4be9d42100a7b651c425a3786ae756c,0x12bb7C38eF14C9EDaCc864c854C8105C8d7C7892,liquidate,SAI,18,111792002298293890,2723687,0x32A4edb6EdF93286fDFd6EA485d02D6A7bAf4c1B
8612443,0xe5c8f5b517bc927ac247bc8abc9ca3c9b42f523ae94701b52ba9fb06e41ef54c,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,1263091972566840000000,34724596105,0x3186Ecc1be7c22a5bdD873cd3937a0C98021eEE2
8612476,0x968e03acb04c675013f1474828ec5f59eda3419fe8b602eddbffff467b5e398f,0x380934A5703937f9F5c8bF5cC4330863DEF5d60f,liquidate,SAI,18,10907258544376150792006,303970930772,0x3e2DbDa5F310aADe1503557b2E7f356eaF161641
8613407,0x42162a4d476253c8beaef6c770664ef4ce3a1f8c4185ae5b64ec7e196ff1000a,0x0c31b6605686aa26df47eb45AF0e4aa6639A5fd6,liquidate,SAI,18,24500000000000000000,681208486,0xf55Bd20163d3a0c45B2c14206F71d4EB8a126A0e
8613459,0xca582fc5d8d89ee5ad422a27d2446b4f1b0318ac5a644c1f787b1b0aa6a69d6f,0x380934A5703937f9F5c8bF5cC4330863DEF5d60f,liquidate,SAI,18,1114721382198112500000,31804473581,0xd3609aee138dEC27fB63395DC58b5f0C7Ab701F2
8613476,0x41ce13670030a0ad5255fdb1195e375216e5a29adea42f7a602fd9f471091fb2,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,20413081400253100000000,606526355218,0x1b2B76F9F77b57eE2034C591Cc143be803D6b0b8
8613482,0x1a465cf07c1c239c07b35e7db7485e1fc80bbe06bf2c780de492b955e278d06a,0x029720A9b3CE72f3e1D9C79257E1F19AfE20b6c9,liquidate,SAI,18,210789816636205027414,6267265432,0x120B6ac705E8fB35F1453e478c1f387Ebe81963f
8613482,0x5ef24d01eeb41573509604a962b87e5ccc8a1f6cf2288c2e2e70640031394250,0x029720A9b3CE72f3e1D9C79257E1F19AfE20b6c9,liquidate,SAI,18,339410804626317952588,10091462848,0x724487f080c9d5a808CFB4eF04402C9A4089563E
8613482,0x3b59a978aee3a659e485caea40dbe4fc2a66e4643dd7e37731bf79f90f464892,0x029720A9b3CE72f3e1D9C79257E1F19AfE20b6c9,liquidate,SAI,18,339215820752438949177,10085665529,0xDF9efb7bfC07b9E7164a5868922aFBA5042835a9
8613484,0xf5bc9a5ccfca3a02a97e52eafad0ae58bcf0294afda8ecdbd973c0fde9c85b04,0x7909C2883db0F3a7c2e36c19Db241AA238A8be7A,liquidate,SAI,18,12687746964812655717669,377235861018,0xDF9efb7bfC07b9E7164a5868922aFBA5042835a9
8613501,0xe85a03aa449639215d4ad4fae10678b2211510b350045549ccec8290ab47cf9e,0x10aab4B0EF76AA2AC9b5909e671517a1171B050E,liquidate,SAI,18,10261333490575100000000,318696085096,0x70d1b1CAED2d88B844Dc87ffd5F3058247090732
8613519,0x68c95c84b8a79766bb778f03869d528bca5b354d64066120dd6ff48a78a73015,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,8911861946720573515477,288755270840,0x5FC21713e7Ea8804073442B04Cd660197763cd3a
8613522,0x57da71d14f826eca44c14915ae0f6cf8f5f3ac6581ab03ca908b251282a4ab26,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,7832503798902950965201,253782741399,0x5FC21713e7Ea8804073442B04Cd660197763cd3a
8613533,0xefd123150d0445fed03c06d2afa9bd24f5eff9a04ada22f8dbd4c98590c10a45,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,12339558909729048312318,398875600099,0x67BBbccDdd394c2Cfa15D3958904858b21040cc6
8613538,0xb8be88273f9c18ed5f5bbd66c47268f9ad05e1199d3990cc8bebe1ded03cb545,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,7456376050068608895217,239948530049,0x67BBbccDdd394c2Cfa15D3958904858b21040cc6
8613541,0x0c79b3d340fc906f0276a3ad1ad647db507ae5fdd406ff3d03872299aeecbd9a,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,11087697459085792489886,356805596858,0x91351A04b3365808518D22dB2884D3c288a4bbD1
8613544,0x27918592ef10edb18d13415c47de8eda82d981c207a4762a465beff457964fe3,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,4507827870621799438924,144807681923,0x23395e68e4A65B5B9B33E3819F6a3058752A1a2E
8613547,0xe378514fbf93d2095c1af4701ed98b41da5282063ec1a25744539fc37d7ff979,0xfFA7370a03c2a91f5B1847a90750489d05f52Fa9,liquidate,SAI,18,1770256664221340336923,56867025830,0x85aB9229680699e53EF0dD2Aef8D5342737C3a45
